0	0	-19.500000	0.394562	0.002230	10.592284	0.196784	29.012207	31.557137	31.557137	34.102068	34.102068
1	39	19.500000	0.410685	0.004036	11.339121	0.191923	29.510886	39.030526	46.170257	48.550167	50.930077
2	2	-17.500000	0.406777	0.001675	10.303837	0.114544	27.647241	27.647241	30.072437	30.072437	32.497634
3	37	17.500000	0.401142	0.002588	10.691493	0.130389	28.080727	30.543948	45.323278	47.786500	50.249722
4	4	-15.500000	0.393548	0.001296	10.294818	0.119442	28.859862	28.859862	31.391429	31.391429	31.391429
5	35	15.500000	0.394630	0.002017	10.613077	0.139644	29.296005	29.296005	44.714955	47.284780	49.854606
6	6	-13.500000	0.403236	0.001343	10.472118	0.100588	28.359118	28.359118	30.846760	30.846760	33.334402
7	33	13.500000	0.418646	0.001910	10.402747	0.143852	27.719414	30.150942	42.308579	44.740107	47.171634
8	8	-11.500000	0.400340	0.001117	10.315807	0.105821	28.625687	28.625687	31.136713	31.136713	31.136713
9	31	11.500000	0.397401	0.001650	10.752668	0.140405	29.266310	29.266310	42.102411	47.236852	49.804072
10	10	-9.500000	0.406490	0.001078	10.361180	0.099638	28.214467	30.689420	30.689420	33.164373	33.164373
11	29	9.500000	0.427607	0.001843	10.578043	0.138892	27.354022	29.753497	41.750875	44.150351	46.549826
12	12	-7.500000	0.402472	0.001084	10.422008	0.102243	28.516721	28.516721	31.018187	31.018187	33.519654
13	27	7.500000	0.404664	0.001672	10.686274	0.132092	28.762399	28.762399	41.377486	46.423521	48.946539
14	14	-5.500000	0.395961	0.001114	10.529511	0.103919	29.066480	29.066480	31.616172	31.616172	34.165863
15	25	5.500000	0.422257	0.001756	10.779942	0.131079	27.584312	30.003989	42.102371	44.522048	46.941724
16	16	-3.500000	0.408434	0.001122	10.352045	0.095519	28.302725	28.302725	30.785420	33.268115	33.268115
17	23	3.500000	0.414338	0.001773	10.740290	0.133306	27.977398	30.431556	42.702344	45.156502	47.610660
18	18	-1.500000	0.413901	0.001075	10.334768	0.112866	27.925134	30.374707	30.374707	32.824281	32.824281
19	21	1.500000	0.426606	0.001782	10.662786	0.149063	27.186703	29.571501	41.495494	43.880292	46.265091
20	20	0.500000	0.395397	0.001193	13.121515	0.119494	34.279431	36.837597	39.395764	39.395764	41.953930
21	19	-0.500000	0.411693	0.001684	10.949434	0.143863	28.155177	30.624929	40.503939	45.443444	47.913196
22	22	2.500000	0.417128	0.001068	10.407369	0.112263	27.717505	30.148865	30.148865	32.580225	32.580225
23	17	-2.500000	0.407819	0.001733	10.757302	0.142206	28.402873	30.894353	40.860273	45.843233	48.334713
24	24	4.500000	0.393280	0.001050	10.413723	0.100239	29.339317	29.339317	31.912941	31.912941	31.912941
25	15	-4.500000	0.403579	0.001742	10.728250	0.136825	28.553726	28.553726	41.077290	46.086716	48.591428
26	26	6.500000	0.406210	0.001006	10.398956	0.113631	28.471541	30.969044	30.969044	33.466548	33.466548
27	13	-6.500000	0.417243	0.001987	12.296111	0.198846	32.527287	37.382106	44.664335	47.091744	49.519154
28	28	8.500000	0.411215	0.001082	10.376523	0.103401	28.128654	28.128654	30.596080	33.063506	33.063506
29	11	-8.500000	0.383637	0.001665	10.751241	0.130713	27.396644	30.030937	43.202400	45.836693	48.470986
30	30	10.500000	0.394553	0.001038	10.465091	0.103772	29.335910	29.335910	31.909235	31.909235	34.482561
31	9	-10.500000	0.396496	0.001747	10.894881	0.148224	28.835314	28.835314	41.482382	46.541209	49.070622
32	32	12.500000	0.399702	0.001076	10.218358	0.104514	29.108522	29.108522	31.661901	31.661901	34.215280
33	7	-12.500000	0.416925	0.001907	10.584904	0.140101	27.584372	30.004054	42.102463	44.522145	46.941826
34	34	14.500000	0.401632	0.001158	10.174745	0.108239	28.757785	28.757785	31.280398	31.280398	33.803010
35	5	-14.500000	0.412801	0.002033	10.491032	0.154444	27.840349	30.282485	42.493164	44.935300	47.377436
36	36	16.500000	0.386459	0.001291	10.326744	0.125932	29.613774	29.613774	32.211473	32.211473	32.211473
37	3	-16.500000	0.402448	0.002345	10.709000	0.138173	28.614334	28.614334	41.164481	46.184540	48.694569
38	38	18.500000	0.396075	0.001774	10.375887	0.116341	28.776959	28.776959	31.301253	31.301253	33.825548
39	1	-18.500000	0.380492	0.003077	10.863677	0.155630	30.969546	30.969546	47.269306	52.702560	52.702560
