0	0	-19.500000	1.0     0.0     10.592284	0.196784	29.012207	31.557137	31.557137	34.102068	34.102068
1	1	-18.500000	1.0     0.0     10.863677	0.155630	30.969546	30.969546	47.269306	52.702560	52.702560
2	2	-17.500000	1.0     0.0     10.303837	0.114544	27.647241	27.647241	30.072437	30.072437	32.497634
3	3	-16.500000	1.0     0.0     10.709000	0.138173	28.614334	28.614334	41.164481	46.184540	48.694569
4	4	-15.500000	1.0     0.0     10.294818	0.119442	28.859862	28.859862	31.391429	31.391429	31.391429
5	5	-14.500000	1.0     0.0     10.491032	0.154444	27.840349	30.282485	42.493164	44.935300	47.377436
6	6	-13.500000	1.0     0.0     10.472118	0.100588	28.359118	28.359118	30.846760	30.846760	33.334402
7	7	-12.500000	1.0     0.0     10.584904	0.140101	27.584372	30.004054	42.102463	44.522145	46.941826
8	8	-11.500000	1.0     0.0     10.315807	0.105821	28.625687	28.625687	31.136713	31.136713	31.136713
9	9	-10.500000	1.0     0.0     10.894881	0.148224	28.835314	28.835314	41.482382	46.541209	49.070622
10	10	-9.500000	1.0     0.0     10.361180	0.099638	28.214467	30.689420	30.689420	33.164373	33.164373
11	11	-8.500000	1.0     0.0     10.751241	0.130713	27.396644	30.030937	43.202400	45.836693	48.470986
12	12	-7.500000	1.0     0.0     10.422008	0.102243	28.516721	28.516721	31.018187	31.018187	33.519654
13	13	-6.500000	1.0     0.0     12.296111	0.198846	32.527287	37.382106	44.664335	47.091744	49.519154
14	14	-5.500000	1.0     0.0     10.529511	0.103919	29.066480	29.066480	31.616172	31.616172	34.165863
15	15	-4.500000	1.0     0.0     10.728250	0.136825	28.553726	28.553726	41.077290	46.086716	48.591428
16	16	-3.500000	1.0     0.0     10.352045	0.095519	28.302725	28.302725	30.785420	33.268115	33.268115
17	17	-2.500000	1.0     0.0     10.757302	0.142206	28.402873	30.894353	40.860273	45.843233	48.334713
18	18	-1.500000	1.0     0.0     10.334768	0.112866	27.925134	30.374707	30.374707	32.824281	32.824281
19	19	-0.500000	1.0     0.0     10.949434	0.143863	28.155177	30.624929	40.503939	45.443444	47.913196
20	20	0.500000	1.0     0.0     13.121515	0.119494	34.279431	36.837597	39.395764	39.395764	41.953930
21	21	1.500000	1.0     0.0     10.662786	0.149063	27.186703	29.571501	41.495494	43.880292	46.265091
22	22	2.500000	1.0     0.0     10.407369	0.112263	27.717505	30.148865	30.148865	32.580225	32.580225
23	23	3.500000	1.0     0.0     10.740290	0.133306	27.977398	30.431556	42.702344	45.156502	47.610660
24	24	4.500000	1.0     0.0     10.413723	0.100239	29.339317	29.339317	31.912941	31.912941	31.912941
25	25	5.500000	1.0     0.0     10.779942	0.131079	27.584312	30.003989	42.102371	44.522048	46.941724
26	26	6.500000	1.0     0.0     10.398956	0.113631	28.471541	30.969044	30.969044	33.466548	33.466548
27	27	7.500000	1.0     0.0     10.686274	0.132092	28.762399	28.762399	41.377486	46.423521	48.946539
28	28	8.500000	1.0     0.0     10.376523	0.103401	28.128654	28.128654	30.596080	33.063506	33.063506
29	29	9.500000	1.0     0.0     10.578043	0.138892	27.354022	29.753497	41.750875	44.150351	46.549826
30	30	10.500000	1.0     0.0     10.465091	0.103772	29.335910	29.335910	31.909235	31.909235	34.482561
31	31	11.500000	1.0     0.0     10.752668	0.140405	29.266310	29.266310	42.102411	47.236852	49.804072
32	32	12.500000	1.0     0.0     10.218358	0.104514	29.108522	29.108522	31.661901	31.661901	34.215280
33	33	13.500000	1.0     0.0     10.402747	0.143852	27.719414	30.150942	42.308579	44.740107	47.171634
34	34	14.500000	1.0     0.0     10.174745	0.108239	28.757785	28.757785	31.280398	31.280398	33.803010
35	35	15.500000	1.0     0.0     10.613077	0.139644	29.296005	29.296005	44.714955	47.284780	49.854606
36	36	16.500000	1.0     0.0     10.326744	0.125932	29.613774	29.613774	32.211473	32.211473	32.211473
37	37	17.500000	1.0     0.0     10.691493	0.130389	28.080727	30.543948	45.323278	47.786500	50.249722
38	38	18.500000	1.0     0.0     10.375887	0.116341	28.776959	28.776959	31.301253	31.301253	33.825548
39	39	19.500000	1.0     0.0     11.339121	0.191923	29.510886	39.030526	46.170257	48.550167	50.930077
